PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,CLASS
1.7851305192110898,0.0023222351047569,-0.560341715163893,-0.2663797354295711,0.673954060592149,-0.4201994385562873,1.0867894129949969,0.0838783640150458,-0.591535757159882,-1.1585640930547862,0.0124371253954761,2
0.0772666833561469,-1.6041474385162386,-1.0250640024126951,-1.1032670273281515,0.998515480695626,0.9135210377095644,0.1613370778829155,-0.363231952566852,0.8218967675933604,-1.00512443852931,0.499794719775712,2
0.1521717981766026,0.1296206112272638,1.5434636605861365,0.0120857043299423,-0.8369085293254238,-0.8385469545354751,0.5412774676816955,0.1466188661647945,-0.1787965545661504,-0.2002004219305707,-0.081395536198088,2
0.2868101690976765,-0.2770442931790003,-0.1347721068476265,0.2775716015583965,-0.6359668475121656,-0.1275827686906294,0.9097834086583596,-0.441656633093253,0.5615668560903818,-0.1053401686894599,0.2327072986371152,2
0.6633103125602472,0.0289986045958075,-0.0807910165502803,-0.3386631248398432,0.2179158491369506,-1.26818135462667,0.8580136927074634,-0.7005845925759935,0.0273782517666967,-0.0588999401491446,-0.306373287641942,2
0.1168583426900209,2.092999110177688,-1.3704297801748464,0.4944812818319496,-0.0458485530580798,0.325896060719263,0.1654621748706884,-0.2019674681771183,-0.575210091266894,-0.558574819297011,-1.2979366750198544,2
-0.4968052423415542,0.7793857674937386,-0.935478353625654,1.0551782776104115,-0.9838848539687072,0.1741579717499484,0.369873335977423,-0.0182556808452118,-0.4658167594684291,0.1166516770128674,0.6625121532854052,2
-1.7688198645336075,0.8680009234190988,2.2017170242066664,0.0638035830665712,0.0086267070072867,-0.1086862590917336,0.50367957384101,-0.0404567596709333,-0.1665296784118381,0.0026799762009828,0.2368173097719652,2
-2.7270134817510683,1.4582946678551425,0.9697473121799404,0.3798787507827896,0.4056029257542644,0.2852053726388898,0.1885309243529228,-1.06992433507788,-0.1273865013426324,-0.9746750638883728,-0.7490130775670687,0
-1.65175349955283,0.4022665718041143,0.2509573602399205,-0.1898868341397981,0.4223946544685756,-0.4865493870763532,1.157818333327334,0.0570619570683108,0.3488422315626597,-0.2238897368140102,-0.166807481472842,1
3.177989035257943,-0.3263471802069052,-0.6102777582885976,1.137169269553962,-1.048562010124496,2.8082315389720445,1.0568593336270509,0.8766189039039375,0.3743187457554784,0.1372744306579968,-0.1250841713512698,2
-0.820600216683158,1.6523894294013726,1.2902689811351005,0.1346368123054668,-0.5921266546572272,1.7127176973067155,1.2094613050468486,2.650383176912749,-0.3032322562740728,1.0671563606213834,-0.8579155925959754,0
0.6379908408219492,-0.7445792393442437,-0.230315951658884,0.5380565349853651,-0.9011587920098352,-0.9956012401806268,0.6836327923710838,-0.6502998387103736,-0.1511385429356891,0.2869116939456595,0.7709803807716176,2
0.9535953901248312,0.0139526081063166,-0.530768159707924,0.2385662229375866,0.1657021747505384,0.8322008976082014,1.0774301803555142,-0.3289358393643733,0.2224047321944271,-0.3654518849887197,0.1139854161937912,2
0.7318261759273408,0.1487359217487028,0.7455890494279394,0.3594190138541509,-0.3661213458308603,0.1901170818124219,0.6102997001368531,-0.1521960889698073,-0.1414456202430406,0.0831103512012558,-0.1583448006428472,2
0.391715018443974,3.022867959591809,2.487130615201915,-0.0004889383290663,-0.5826994505031852,1.8441500715209127,0.0457517376400347,0.5664454910953158,0.0038720943641859,1.8458753506673824,-0.2877528688689544,0
-0.571442132530452,0.4876765790206248,-1.0794050201556726,-0.5830860585345251,-1.321820102146078,0.5505463565112619,-0.8050608055043773,0.8779447122438631,0.788199801354615,0.0072345367822365,0.6441118045690721,2
0.8235917827596257,-1.312669038927721,1.2793197252452646,-0.6530041368548083,-0.0653874750502998,0.7528599324307501,-0.6952889675235125,0.1528699607021186,-0.0318690167082341,0.1746831741864418,0.1119560132882698,2
0.3295270043440985,2.084797944232187,1.965584775440396,-0.153446500222911,0.0445418734095889,2.182254402552091,0.4730565047242852,-0.1322038915827489,0.3921440424438734,0.26000640251454,-0.2316524652961423,2
-0.5343897452297134,-0.768096599971465,0.6816965343841993,-0.7863450952537412,-0.480502907859291,-0.1417835268246166,-0.7590246799464054,0.3552740756260843,0.1255816660634826,-0.0273225068869489,-0.0304893282696582,2
0.5290213999966831,-0.7693448486204444,-1.6486473766819087,-1.25731230031613,-0.2329796227041604,0.3959913965184873,-0.0448839474362278,0.6417167561495593,0.789211568270483,-1.760103894797151,0.3470084599749012,2
-1.5157629988993977,-0.1074581703920582,2.290584511179383,-0.7986352626321278,0.4300096189379767,-1.6723052806925107,1.1021202507599674,0.1820468185874938,0.0376997355920568,-0.3405496311770669,-0.1566601054883123,2
1.0141674838096006,1.663958274295455,-0.8595547791988944,0.2173302773372259,-0.7215303050484494,0.7616297561520458,0.570838945185735,0.3860425570495291,0.3528211904272904,-0.2171999519760953,-0.4009928075500108,2
-2.046018508511676,1.552828957743038,-1.5288248149515429,1.1022129390834918,-0.9600130981404283,0.4183388766488256,0.2890988733738361,-0.3455992489610955,0.2554037602313226,-0.046011193171771,0.1716930005613421,1
